spu_id,spu_name,user_id,brand_name,shop_id,shop_name,c1_id,c1_name,c2_id,c2_name,c3_id,c3_name,gmv,unit_sold,brand_clean
3450786697036566107,达芙妮烟筒靴【LY】202005501短筒（5502中筒）,,达芙妮 (DAPHNE),,,,,,,,,676.0,4,
3467441620771818226,宴会女鞋方扣高跟鞋2021新款尖头浅口单鞋百搭,96454489507.0,歐惑 (ouhuo),2972376.0,欧惑服饰旗舰店,11.0,服装,1104.0,女鞋,110461.0,女鞋,4634.9,29,
3387684254916960056,倍思 玻璃水泡腾片汽车雨刮精超浓缩固体雨刷精缩液强力去污套装,100423548903.0,倍思 (BASEUS),1185361.0,Baseus倍思旗舰店,25.0,汽车用品,2505.0,美容清洗,250503.0,玻璃水,31.09090909090909,2,
3471340800204483841,【雅漾】椭圆微镶黑色百搭耳钉2254-32,3870958039.0,雅漾 (饰物),10238589.0,如夏饰品商城,12.0,箱包饰品,1204.0,饰品,120499.0,其他-饰品,602.49,151,
3483812077875926543,人本2021夏季薄款网布平底鞋运动休闲单鞋百搭1WXR021508,2616429798504711.0,人本 (RENBEN),,人本1986旗舰店,11.0,服装,1104.0,女鞋,110461.0,女鞋,214.2,2,
3455940918107100380,CPB隔离,2339351930347967.0,肌肤之匙 (CPB),9212806.0,珍九尚美妆,31.0,个护化妆,3102.0,彩妆,310211.0,粉底,78.8876404494382,1,肌肤之匙 (CPB)
3452097976456104496,【红玉兰】中式田园客厅茶几地毯卧室床边毯飘窗垫,3047490419689832.0,德阳,,德阳旗舰店,34.0,家居家装,3404.0,家纺,340499.0,其它,30.25,2,
3444439903377736147,minipeace童装女童家居服F2KEA3A04,105984963989.0,MiniPeace,6945317.0,,11.0,服装,1105.0,女士内衣,110507.0,家居服,1820.0,13,
3498850530195814274,【舒畅专享】Semir厚底帆布鞋109521141002,110210061818.0,森马 (Semir),,森马服饰旗舰店,11.0,服装,1104.0,女鞋,110461.0,女鞋,5097.857142857143,78,
3493320738310633828,【骁哥专享】雅诗兰黛小棕瓶特润修护精华眼霜5ml,64036627979.0,雅诗兰黛 (ESTEE LAUDER),4921732.0,,31.0,个护化妆,3101.0,面部护肤,310110.0,眼部护理,45678.0,662,
3457997717647848698,【子安阿迪专场】Adidas阿迪达斯男女板鞋FW6384,86979259686.0,阿迪达斯 (Adidas),1346987.0,,13.0,运动健康,1301.0,运动鞋包,130106.0,休闲鞋,135660.0,340,阿迪达斯 (Adidas)
3456388797120537157,LYP/古驰/钱包/95成新/公价5500/[200102DBD],,古驰 (GUCCI),,,12.0,箱包饰品,1202.0,女包,120206.0,女士钱包卡包,1838.0,2,
3463014323193010244,YSLD金瓶J体验套盒（H1）,59438932505.0,雅诗兰黛 (ESTEE LAUDER),,鞍山百盛,25.0,汽车用品,2502.0,维修保养,250299.0,其它,1994.66666666667,3,
3469375285856738100,安洁利严选LV speedy25/95新/xsc203,,路易威登 (Louis Vuitton),,,12.0,箱包饰品,1202.0,女包,120201.0,女士单肩,7880.0,1,路易威登 (Louis Vuitton)
3436495390516607873,胖虎y/95新/公价13500/991906150018,103816299303.0,出处,,出处闲置奢侈品旗舰店,34.0,家居家装,3409.0,建材,340903.0,五金工具,2999.0,1,
3472109419087675953,【嘉兴工厂店】巴拉巴拉童鞋24-401201468,4107387287897470.0,巴拉巴拉 (BALABALA),,森马电商工厂店,32.0,母婴,3209.0,童装童鞋,320902.0,童鞋,89.9,1,巴拉巴拉 (BALABALA)
3478252120279532947,YONEX尤尼克斯羽毛球鞋 yy网球运动鞋耐磨训练舒适款宽楦TS2,101564326722.0,尤尼克斯 (YONEX),6307474.0,羽强体育,13.0,运动健康,1306.0,体育用品,130605.0,网球,1367.15,3,
3477330909848536123,【2012年生产老酒】五粮液股份1995专卖店小酒50ml浓香型白酒52度,3659589405657451.0,五粮液 (WULIANGYE),,三福酒类专营店,33.0,食品酒水,3305.0,酒,330501.0,白酒,1650.9460590427057,13,
3479340651898869574,6806爱森乐韩版裙桔色,2999119206431342.0,爱森乐,,裕华笨蛋熊童装店,11.0,服装,1102.0,女装,110206.0,女士连衣裙,1344.0,48,
3431454578611250385,Y8001A06930雅鹿羽绒服,61569210542.0,雅鹿（YALOO）,,雅鹿三宇专卖店,,,,,,,399.01,1,
3437036580018244449,老权专享：自热火锅纯素套餐，每盒净含量300克，共5盒,795666958001900.0,嘴上功夫,6446927.0,嘴上功夫旗舰店,21.0,家用电器,2103.0,厨房电器,210316.0,多用途锅,139.800000000017,2,
3473935918447123329,梵贞双滚轮美颈系列,3518876512690051.0,梵贞,,泰豪诚品,31.0,个护化妆,3105.0,身体护理,310505.0,颈部护理,179.4,6,
3429832792425556929,MAC 魅可柔感哑光Chili 01,101895740162.0,魅可 (MAC),,靓妆频道,,,,,,,498.03,3,
3434083470001995549,李宁篮球 青少年儿童五号球025,285523857386638.0,李宁 (LI-NING),1700072.0,李宁体育速恒店,,,,,,,1185.15,15,
3469362280561564901,312抖C（3号）/古驰/准新/5547106,,古驰 (GUCCI),,,11.0,服装,1102.0,女装,110299.0,女士其他,5250.0,1,
3476007806543512009,海澜之家夏季撞色条纹镶拼舒适棉质短袖T恤HNTBJ2D121A,632973947055032.0,海澜之家 (HLA),,HLA海澜之家服饰旗舰店,11.0,服装,1101.0,男装,110108.0,男士T恤衫,504.0,8,
3472478513477617665,康师傅330ml*12冰红茶绿茶茉莉蜜茶,387483258065080.0,康师傅,,康师傅冲饮旗舰店,,,,,,,19.9,1,
3437257616299000248,【李宝妹】阿迪达斯男子休闲服EI5615,395450578371307.0,阿迪达斯 (Adidas),,阿迪达斯运动户外专卖店,,,,,,,399.02,2,
3430148490767036970,Q803178连衣裙,85958199320.0,香影 (xiangying),,香影女装旗舰店,11.0,服装,1102.0,女装,110206.0,女士连衣裙,296.0,2,
3489158051729149586,Fila/斐乐斐乐潮牌新款花色外套女T11W136701F,90142565524.0,斐乐 (FILA),,FILA斐尚天津第十分公司专卖店,13.0,运动健康,1302.0,运动服,130205.0,夹克,1269.0,1,
3457108940855333257,117Y70160 柒牌男装针织衫,101079804231.0,柒牌 (seven7),,柒牌男装旗舰店,11.0,服装,1101.0,男装,110163.0,针织衫,716.0,4,
3469677557073474325,阿迪达斯adidas女款2021夏季新款时尚休闲运动休闲长裤/GP7125,936407655529661.0,阿迪达斯 (Adidas),,幸运叶子运动专营店,11.0,服装,1102.0,女装,110234.0,女士休闲裤,219.0,1,
3476404259950568579,肌琳莎烟酰胺净透润滑洁面奶100g,2466936550331015.0,肌琳莎 (jilinsha),,北贝,31.0,个护化妆,3101.0,面部护肤,310113.0,面部精华,33.0,5,
3460466327452562179, 【奢小喵优选】爱马仕 95新 210123231,3364161774163155.0,奢小喵,,奢小喵闲置旗舰店,12.0,箱包饰品,1203.0,箱包,120399.0,其他-箱包,9800.0,1,
3466913552344994758,【黛莲娜】菱格大容量包女2021新款网红单肩包百搭斜挎水桶包,817653514244894.0,芊百色 (QIANBAISE),,芊百色,12.0,箱包饰品,1202.0,女包,120201.0,女士单肩,45.79999999999996,1,
3486234052992849229,【福利专享】滴露免洗抑菌洗手液松木 50ml,104289853998.0,滴露 (Dettol),,Dettol滴露旗舰店,34.0,家居家装,3463.0,家庭清洁,346320.0,洗手液,14.9,1,
3469927734514437914,大码女装显瘦减龄遮肉重工蕾丝连衣裙7008,109249157801.0,菲尼娜 (feinina),1686974.0,菲尼娜大码女装旗舰店,11.0,服装,1102.0,女装,110206.0,女士连衣裙,566.647058823529,3,
3474870337747955990,芮丽娅✦春季新款空气感编织直筒牛仔裤(透气感好),1917174104997147.0,芮丽娅 (ruiliya),,桐乡市屠甸小蕾服饰网点,34.0,家居家装,3409.0,建材,340904.0,电工电料,224.75,3,
3471196388539395428,DOCTOR LI李医生卸妆水温和清洁,59592676806.0,李医生 (DOCTOR LI),,李医生百臻专卖店,31.0,个护化妆,3101.0,面部护肤,310104.0,面膜,69.9,1,
3466778164322254295,【玉格格专享】*匡威中性款休闲鞋板鞋/CS162050,940818634399895.0,匡威 (CONVERSE),,幸运叶子运动专营店,13.0,运动健康,1301.0,运动鞋包,130108.0,帆布鞋,1756.0,4,匡威 (CONVERSE)
3437030146081741889,A196 TeenieWeenie Kids小熊童装冬季女童卫衣TKMW94961K,9055379625.0,teenieweenieKIDS,1610676.0,TeenieWeenie旗舰店,,,,,,,5606.736666666667,40,
3455560295907517785,peacebird男装-羽绒服中长款毛领连帽加厚外套BWAC94171,103374126656.0,太平鸟 (PEACEBIRD),,太平鸟男装旗舰店,11.0,服装,1101.0,男装,110105.0,男士羽绒服,4663.33333333333,3,太平鸟 (PEACEBIRD)
3472174178696846710,森马女款拼接茄克13-030080902,3825908516128492.0,森马 (Semir),,森马北京专卖店,11.0,服装,1102.0,女装,110214.0,女士外套,79.0,1,森马 (Semir)
3481230699435057237,欧诗漫淡斑面膜-七阿姨,100727026701.0,欧诗漫 (OSM),,欧诗漫专卖店,31.0,个护化妆,3101.0,面部护肤,310104.0,面膜,30259.6,202,
3485466230951914774,Q巴拉巴拉春装男中童2020秋装新款长袖卫衣T恤22213201102,109096087289.0,巴拉巴拉 (BALABALA),,苍南巴拉巴拉,32.0,母婴,3209.0,童装童鞋,320901.0,童装,80.0,1,
3478450408198956827, 阿迪达斯官网adidas TH PNT WV ID男装运动型格长裤 GP0959 ,,阿迪达斯 (Adidas),,,13.0,运动健康,1302.0,运动服,130203.0,运动裤,1497.5,3,
3441678887761898669,魔香持久造型弹力素护卷 专用保湿女弹簧素修护精华蓬松,96881665228.0,魔香,,子意贸易有限公司,,,,,,,47.906393508315,1,
3442997062709430738,李宁羽绒服女冬季轻便保暖连帽休闲运动羽绒服026,102385240722.0,李宁 (LI-NING),1816397.0,李宁云智专卖店,,,,,,,328.1666666666667,2,
3482876365596959195,GYA-HZ安踏女跑鞋122025572,66441854944.0,安踏 (ANTA),,安踏贵州专卖店,13.0,运动健康,1301.0,运动鞋包,130102.0,跑步鞋,148.75,1,
3483787856567238496,回力超软运动鞋垫男女军训吸汗防臭增高乳胶硅胶减震久站不累神器,75473100358.0,回力 (Warrior),,配创商贸,11.0,服装,1103.0,男鞋,110399.0,男士其他,328.3481271055155,25,
3481062841426004696,【张焱优选】富安娜夏日缤纷时尚家居拖鞋,62854939696.0,富安娜 (FUANNA),5970892.0,富安娜床上用品旗舰店,34.0,家居家装,3404.0,家纺,340401.0,床品套件,1850.7000000000005,93,富安娜 (FUANNA)
3480895571701696441,星芒体育-FW1226女鞋/阿迪达斯2021夏款轻便透气运动鞋减震跑步鞋,85894811768.0,阿迪达斯 (Adidas),,星芒体育的小店,13.0,运动健康,1301.0,运动鞋包,130102.0,跑步鞋,559.0,1,
3438735703599661645,【巴拉巴拉专卖店】婴童羽绒服20074200202,88398716447.0,巴拉巴拉 (BALABALA),1657093.0,巴拉巴拉捷一专卖店,32.0,母婴,3209.0,童装童鞋,320901.0,童装,1502.304285714286,6,
3481193760694631754,心上  伊夫圣罗兰/单肩包/9成新/ZZX-LJY,3126643903431949.0,圣罗兰 (YSL),,奢品匯旗舰店,12.0,箱包饰品,1201.0,男包,120102.0,男士单肩斜挎包,4959.0,1,
3456537495465024031,LYP/缪缪/单肩包/95成新/公价12500/[210102DBEC],,缪缪 (Miumiu),,,12.0,箱包饰品,1203.0,箱包,120399.0,其他-箱包,3549.0,1,缪缪 (Miumiu)
3498326881307082121,拉夏贝尔春秋情侣款休闲裤MF6700,1231904234543552.0,拉夏贝尔 (La Chapelle),,LACHAPELLEHOMME蔻依专卖店,11.0,服装,1101.0,男装,110113.0,男士休闲裤,3057.2066666666665,61,
3436085309295726151,秋水伊人2020年秋季新款女装气质低V领亮片蕾丝连衣裙6031002557,110749082262.0,秋水伊人,,秋水伊人东塑专卖店,,,,,,,7325.745000000001,25,
3469359351528030993,312抖C（1号）/路易威登/9新/5993098,,路易威登 (Louis Vuitton),,,12.0,箱包饰品,1203.0,箱包,120302.0,拉杆箱包,9059.0,1,路易威登 (Louis Vuitton)
3444646055298389416,卡西欧｜卡西欧手表G-SHOCK系列多功能运动手表女士手表女,89887967728.0,卡西欧 (CASIO),5565464.0,唯品会旗舰店,,,,,,,1050.0,1,
3455591535293424353,暴走的萝莉运动长裤女春秋宽松速干裤跑步运动裤休闲收口束脚卫裤,105607522954.0,暴走的萝莉 (sylphlike loli),10256774.0,暴走的萝莉官方旗舰店,13.0,运动健康,1302.0,运动服,130203.0,运动裤,2125.2,21,
3321441179148665190,黄帝内经(全2册) 黄帝内经全集 原文注释全译白话灵枢素问,707714737512763.0,一茶一坐,132679.0,一茶一坐旗舰店,51.0,图书音像,5101.0,图书,510199.0,其它图书,89.69999999999999,2,
3440026523825000934,安奈儿童装男童运动裤子春秋装新款修身长裤百搭洋气休闲小脚裤潮,87239199108.0,安奈儿 (Annil),1509774.0,安奈儿童装专卖店,,,,,,,102.82,2,
3463166609991016052,妃鱼/古驰/其他/95成新/[210207DEA],2598836937436716.0,古驰 (GUCCI),,鸢然二手奢侈品,33.0,食品酒水,3303.0,生鲜食品,330303.0,海鲜水产,1299.0,1,
3444902286478964168,「朵洋家纺」被子固定器防跑踢卡扣,100523696669.0,朵洋,7592699.0,,,,,,,,1546.38,156,
3445412376223068935,【良品铺子】海苔大礼包（158.8g/包）,95941582653.0,良品铺子,10018570.0,良品铺子食品旗舰店,33.0,食品酒水,3301.0,休闲食品,330103.0,休闲零食,3311.425,111,良品铺子
3472889563255561717,miss COCOON2020夏装新款女装学院条纹薄款针织衫9020110258,1811593832177303.0,MISSCOCOON,,MISSCOCOON女装旗舰店,11.0,服装,1102.0,女装,110206.0,女士连衣裙,12408.9,31,
3470224327784457277,佳佳 T恤&3183,329449132798955.0,奥门元平,,奥门元平服饰店,11.0,服装,1102.0,女装,110210.0,女士T恤衫,313.2,4,
3488321847366442724,【牛顿家专享】木林森Mulinsen商务袜混色五盒装透气吸汗不易起球,470246846111175.0,木林森 (MULINSEN),2508434.0,念之,51.0,图书音像,5101.0,图书,510110.0,教育考试,29.80000000000001,1,
